movie_id,originalTitle,description,ratingCategory,genres
tt5932728,The Professor and the Madman,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the 19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",Not Rated,"Biography,Drama,History"
tt7153766,Unsane,"A young woman is involuntarily committed to a mental institution, where she is confronted by her greatest fear - but is it real or a product of her delusion?",R,"Drama,Horror,Mystery"
tt7139936,A Rainy Day in New York,A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.,PG-13,"Comedy,Romance"
tt1102427,Getting Mama Married: Part 2,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.",TV-MA,Comedy
tt5691670,Under the Silver Lake,"Sam, a disenchanted young man, finds a mysterious woman swimming in his apartment's pool one night. The next morning, she disappears. Sam sets off across LA to find her, and along the way he uncovers a conspiracy far more bizarre.",R,"Crime,Drama,Mystery"
tt7060344,Raatchasan,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.,Not Rated,"Action,Crime,Drama"
tt2837574,The Old Man & the Gun,Based on the true story of Forrest Tucker and his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public.,PG-13,"Biography,Comedy,Crime"
tt8236336,The Report,"Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.",R,"Biography,Crime,Drama"
tt7772580,The Perfection,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",TV-MA,"Drama,Horror,Music"
tt7431594,Race 3,Relationships and loyalties of a criminal family planning its next big heist are tested when some shocking revelations strike them.,Not Rated,"Action,Crime,Thriller"
tt6212478,American Animals,Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,R,"Biography,Crime,Drama"
tt5397194,Anon,"In a world without anonymity or crime, a detective meets a woman who threatens their security.",TV-MA,"Crime,Mystery,Sci-Fi"
tt1620680,A Wrinkle in Time,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",PG,"Adventure,Drama,Family"
tt5208252,Operation Finale,A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.,PG-13,"Biography,Drama,History"
tt8508734,His House,"A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.",TV-14,"Drama,Horror,Thriller"
tt5117670,Peter Rabbit,A rebellious rabbit tries to sneak into a farmer's vegetable garden.,PG,"Adventure,Comedy,Crime"
tt5563334,The Good Liar,"Consummate con man Roy Courtnay has set his sights on his latest mark: the recently widowed Betty McLeish, worth millions. But this time, what should have been a simple swindle escalates into a cat-and-mouse game with the ultimate stakes.",R,"Crime,Drama,Mystery"
tt1062086,Episode #2.8,"The rapid spread of an unknown infection has left an entire city in ungovernable chaos, but one survivor remains alive in isolation. It is his story.",TV-MA,\N
tt2235695,Rebecca,"A young newlywed arrives at her husband's imposing family estate on a windswept English coast and finds herself battling the shadow of his first wife, Rebecca, whose legacy lives on in the house long after her death.",PG-13,"Drama,Mystery,Romance"
tt6772802,Hillbilly Elegy,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",R,Drama
tt3361792,Tolkien,"Tolkien's novels were inspired by his mom's storytelling, falling in love with another orphan, Edith, forming a brotherhood with 3 other misfits at school, Oxford, the trench war of WWI and later telling stories to his own kids.",PG-13,"Biography,Drama,Romance"
tt0805647,The Witches,A young boy and his grandmother have a run-in with a coven of witches and their leader.,PG,"Adventure,Comedy,Family"
tt8522006,Happiest Season,"A holiday romantic comedy that captures the range of emotions tied to wanting your family's acceptance, being true to yourself, and trying not to ruin Christmas.",PG-13,"Comedy,Romance"
tt5774450,Summer of 84,"After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous.",Not Rated,"Drama,Horror,Mystery"
tt9354842,To All the Boys: P.S. I Still Love You,Lara Jean and Peter have just taken their relationship from pretend to officially official when another recipient of one of her old love letters enters the picture.,TV-14,"Comedy,Drama,Romance"
tt7557108,Saint Maud,A pious nurse becomes dangerously obsessed with saving the soul of her dying patient.,R,"Drama,Horror,Mystery"
tt6476140,Serenity,A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.,R,"Drama,Mystery,Thriller"
tt1620981,The Addams Family,The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.,PG,"Animation,Comedy,Family"
tt9619798,The Wrong Missy,"Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",TV-MA,"Comedy,Romance"
tt1003934,Episode #1.2911,"When a nurse downloads an app that claims to predict the moment a person will die, it tells her she only has three days to live. With the clock ticking and a figure haunting her, she must find a way to save her life before time runs out.",PG-13,"Drama,Romance"
tt5918982,Possessor,An agent works for a secretive organization that uses brain-implant technology to inhabit other people's bodies - ultimately driving them to commit assassinations for high-paying clients.,R,"Horror,Mystery,Sci-Fi"
tt6803046,The Vast of Night,"One night in New Mexico, in the late 1950s, a switchboard operator and radio DJ discover a strange audio frequency which could change the future forever.",PG-13,"Drama,Mystery,Sci-Fi"
tt6781982,Night School,A group of high school dropouts is forced to attend night school in hopes that they will pass the GED exam to finish high school.,PG-13,Comedy
tt6259380,Code 8,A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.,Not Rated,"Action,Crime,Drama"
tt7985648,The Legend of Tomiris,"This is the story of the life of the great queen of of the steppe - legendary Tomiris. She is destined to become a skillful warrior, survive the loss of close people and unite the Scythian/Saka tribes under her authority.",TV-14,"Action,Drama,History"
tt8206668,Bad Education,"The beloved superintendent of New York's Roslyn school district and his staff, friends and relatives become the prime suspects in the unfolding of the single largest public school embezzlement scandal in American history.",TV-MA,"Biography,Comedy,Crime"
tt7533152,The Boy Who Harnessed the Wind,"Against all the odds, a thirteen-year-old boy in Malawi invents an unconventional way to save his family and village from famine.",TV-PG,"Biography,Drama,History"
tt7212754,Ludo,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",TV-MA,"Action,Comedy,Crime"
tt2395469,Gully Boy,A coming-of-age story based on the lives of street rappers in Mumbai.,Not Rated,"Drama,Music,Romance"
tt8201170,The Perfect Date,"To save up for college, Brooks Rattigan creates an app where anyone can pay him to play the perfect stand-in boyfriend for any occasion.",TV-14,"Comedy,Romance"
tt6182908,Smallfoot,"High up on a mountain peak surrounded by clouds, a secret Yeti society lives in peace and harmony. One day, a Yeti witnesses an airplane crash; Inside lies ""Smallfoot"", a legendary creature that will rock the society to its core.",PG,"Adventure,Animation,Comedy"
tt9683478,The Half of It,"When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend - or fall for his crush.",PG-13,"Comedy,Drama"
tt5797184,Escape from Pretoria,"Based on the real-life prison break of two political captives, Escape From Pretoria is a race-against-time thriller set in the tumultuous apartheid days of South Africa.",PG-13,"Biography,Crime,Mystery"
tt6324278,Abominable,Three teenagers must help a Yeti return to his family while avoiding a wealthy man and a zoologist who want him for their own needs.,PG,"Adventure,Animation,Comedy"
tt5001754,Braven,A logger defends his family from a group of dangerous drug runners.,R,"Action,Thriller"
tt4537896,White Boy Rick,"The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",R,"Crime,Drama"
tt7008872,Boy Erased,The son of a Baptist preacher unwillingly participates in a church-supported gay conversion program after being forcibly outed to his parents.,R,"Biography,Drama"
tt4154916,Replicas,A scientist becomes obsessed with bringing back his family members who died in a traffic accident.,PG-13,"Action,Drama,Sci-Fi"
tt1053017,Episode #1.7,"Two people live in different times. Seo-Yeon lives in the present and Young-Sook lives in the past. One phone call connects the two, and their lives are changed irrevocably.",TV-MA,"Music,Talk-Show"
tt1833116,The Informer,An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,R,"Action,Crime,Drama"
tt3120280,Sierra Burgess Is a Loser,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,PG-13,"Comedy,Drama,Romance"
tt1563742,Overboard,"After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband.",PG-13,"Comedy,Romance"
tt8151874,Honey Boy,A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.,R,Drama
tt7339248,The Art of Self-Defense,"After being attacked on the street, a young man enlists at a local dojo, led by a charismatic and mysterious sensei, in an effort to learn how to defend himself from future threats.",R,"Action,Comedy,Crime"
tt6107548,Late Night,A late night talk show host suspects that she may soon lose her long-running show.,R,"Comedy,Drama"
tt9900782,Kaithi,"Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy.",Not Rated,"Action,Crime,Thriller"
tt5294518,Eli,A boy receiving treatment for his auto-immune disorder discovers that the house he's living in isn't as safe as he thought.,R,"Drama,Horror,Mystery"
tt5057140,Hold the Dark,"After the deaths of three children suspected to be killed by wolves, writer Russell Core is hired by the mother of a missing six-year-old boy to track down and locate her son in the Alaskan wilderness.",TV-MA,"Action,Crime,Drama"
tt4827558,High Life,A father and his daughter struggle to survive in deep space where they live in isolation.,R,"Mystery,Sci-Fi,Thriller"
tt3385524,Stan & Ollie,"Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song: a grueling theatre tour of post-war Britain.",PG,"Biography,Comedy,Drama"
tt5580266,The Hate U Give,"Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.",PG-13,"Crime,Drama"
tt3833480,The Outpost,A small team of U.S. soldiers battles against hundreds of Taliban fighters in Afghanistan.,R,"Action,Drama,History"
tt5619332,Life of the Party,"After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",PG-13,Comedy
tt6938828,At Eternity's Gate,"A look at the life of painter Vincent van Gogh during the time he lived in Arles and Auvers-sur-Oise, France.",PG-13,"Biography,Drama,History"
tt9016974,Synchronic,"Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",R,"Drama,Horror,Mystery"
tt8781414,Freaks,"A bold girl discovers a bizarre, threatening, and mysterious new world beyond her front door after she escapes her father's protective and paranoid control.",R,"Drama,Mystery,Sci-Fi"
tt1255919,Holmes & Watson,A humorous take on Sir Arthur Conan Doyle's classic mysteries featuring Sherlock Holmes and Doctor Watson.,PG-13,"Comedy,Crime,Mystery"
tt6697582,Arif V 216,"After 8 years, Arif's old friend 216 from planet GORA pays a visit to Earth.Together they go on a quest where they'll be visiting 60's.",,"Comedy,Fantasy,Music"
tt7664504,Three Identical Strangers,"In 1980 New York, three young men who were all adopted meet each other and find out they're triplets who were separated at birth. But their quest to find out why turns into a bizarre and sinister mystery.",PG-13,"Biography,Documentary,Drama"
tt6195094,Incident in a Ghostland,"A mother of two who inherits a house is confronted with murderous intruders on the first night in their new home and fights for her daughters' lives. Sixteen years later when the daughters reunite at the house, things get really strange.",Not Rated,"Drama,Horror,Mystery"
tt1274959,Episode dated 30 December 1983,"Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong.",Not Rated,"Crime,Drama,Romance"
tt7905466,They Shall Not Grow Old,A documentary about World War I with never-before-seen footage to commemorate the centennial of the end of the war.,R,"Documentary,History,War"
tt8983202,Kabir Singh,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.",Not Rated,"Action,Drama,Romance"
tt1464763,Mute,A mute bartender goes up against his city's gangsters in an effort to find out what happened to his missing partner.,TV-MA,"Mystery,Sci-Fi,Thriller"
tt4964788,Everybody Knows,"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.",R,"Crime,Drama,Mystery"
tt4669788,On the Basis of Sex,"The true story of Ruth Bader Ginsburg, her struggles for equal rights, and the early cases of a historic career that lead to her nomination and confirmation as U.S. Supreme Court Associate Justice.",PG-13,"Biography,Drama"
tt8108202,Stree,"In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.",Not Rated,"Comedy,Horror"
tt5690360,Slender Man,"In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.",PG-13,"Horror,Mystery,Thriller"
tt4761916,Unfriended: Dark Web,A teen comes into possession of a new laptop and soon discovers that the previous owner is not only watching him but will also do anything to get it back.,R,"Horror,Mystery,Thriller"
tt8633462,"Quo Vadis, Aida?","Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.",Approved,"Drama,History,War"
tt2639336,Greta,A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.,R,"Drama,Mystery,Thriller"
tt5198068,Wolfwalkers,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,PG,"Action,Adventure,Animation"
tt3907584,All the Bright Places,"The story of Violet and Theodore, who meet and change each other's lives forever. As they struggle with the emotional and physical scars of their past, they discover that even the smallest places and moments can mean something.",TV-MA,"Drama,Romance"
tt7725596,Badhaai Ho,A man is embarrassed when he finds out his mother is pregnant.,Not Rated,"Comedy,Drama"
tt1000300,Episode dated 20 October 2006,Two couples rent a vacation home for what should be a celebratory weekend get-away.,R,Talk-Show
tt7280898,22-Jul,"A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case.",R,"Crime,Drama,History"
tt1036246,Parviya den,"Based on the 2014 romance novel of the same name, this follows the love life of two young adults.",R,"Adventure,Drama"
tt8850222,Peninsula,"A zombie virus has in the last 4 years spread to all South Korea. 4 Koreans in Hong Kong sail through the blockade to Incheon for USD20,000,000 on a truck.",Not Rated,"Action,Horror,Thriller"
tt4878482,Dumplin',"Willowdean ('Dumplin'), the plus-size teenage daughter of a former beauty queen, signs up for her mom's Miss Teen Bluebonnet pageant as a protest that escalates when other contestants follow her footsteps, revolutionizing the pageant and their small Texas town.",PG-13,"Comedy,Drama"
tt7608028,The Open House,A teenager and his mother find themselves besieged by threatening forces when they move into a new house.,TV-MA,"Horror,Thriller"
tt6141246,The Aeronauts,A balloon pilot and a scientist find themselves in a fight for survival while attempting to make discoveries in a gas balloon in the 1860s.,PG-13,"Action,Adventure,Drama"
tt1478839,The Art of Racing in the Rain,"Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.",PG,"Comedy,Drama,Romance"
tt5867314,The Empty Man,"On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity.",R,"Drama,Horror,Mystery"
tt1072748,Winchester,"Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle.",PG-13,"Biography,Drama,Fantasy"
tt9784456,The Kissing Booth 2,"In the sequel to 2018's The Kissing Booth', high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.",TV-14,"Comedy,Romance"
tt5523010,The Nutcracker and the Four Realms,A young girl is transported into a magical world of gingerbread soldiers and an army of mice.,PG,"Adventure,Family,Fantasy"
tt1032414,Episode #1.9797,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",Not Rated,"Crime,Drama,Romance"
tt6865690,The Professor,A college professor lives his life with reckless abandon after being diagnosed with a terminal illness.,R,"Comedy,Drama"
tt9398640,Between Two Ferns: The Movie,Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.,TV-MA,Comedy
tt3256226,IO,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.",TV-14,"Adventure,Drama,Sci-Fi"
tt2076298,Ip Man 4: The Finale,The Kung Fu master travels to the U.S. where his student has upset the local martial arts community by opening a Wing Chun school.,Not Rated,"Action,Biography,Drama"
tt5935704,Padmaavat,"Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.",Not Rated,"Drama,History,Romance"
tt9806192,I Lost My Body,"A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again.",16+,"Animation,Drama,Fantasy"
tt8108268,The Tashkent Files,"Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated.",Not Rated,"Drama,Mystery,Thriller"
tt1052109,2007: Live Semi-Final 1,"1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.",TV-MA,"Music,Reality-TV"
tt8108274,Tanhaji: The Unsung Warrior,"Tanhaji Malusare, a military chieftain in the army of the Maratha king Shivaji, leads the charge to capture the strategically important Kondhana fort guarded by the army of the fierce Rajput chieftain Udaybhan Rathod.",Not Rated,"Action,Biography,Drama"
tt7485048,Super 30,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,Not Rated,"Biography,Drama"
tt1035062,Episode dated 21 May 1979,Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,TV-14,"Family,Game-Show"
tt4073790,The Darkest Minds,"After a disease kills 98% of children, the survivors develop powers and are declared a threat. 16-year-old Ruby, escapes the government facility and joins a group of rebel teenagers ready to fight the government forces out to get them.",PG-13,"Action,Adventure,Drama"
tt9606374,On the Rocks,A young mother reconnects with her larger-than-life playboy father on an adventure through New York.,R,"Comedy,Drama,Romance"
tt8361028,Cam,"Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.",TV-MA,"Drama,Horror,Mystery"
tt7605074,The Wandering Earth,"As the sun is dying out, people all around the world build giant planet thrusters to move Earth out of its orbit and sail Earth to a new star system. Yet the 2500-year journey comes with unexpected dangers, and in order to save humanity, a group of young people in this age of a wandering Earth fight hard for the survival of humankind.",13+,"Action,Adventure,Sci-Fi"
tt6802308,The 15:17 to Paris,Three courageous young Americans prevent a terrorist attack on a train bound for Paris.,PG-13,"Biography,Drama,Thriller"
tt7019842,96,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,Not Rated,"Drama,Romance"
tt4799066,Midnight Sun,A 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.,PG-13,"Drama,Romance"
tt6535880,Haunt,"On Halloween, a group of friends encounter an ""extreme"" haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realization that some nightmares are real.",R,"Horror,Thriller"
tt6513656,Escape Plan 2: Hades,"Years after he fought his way out of an inescapable prison, Ray Breslin has organized a new top-notch security force. But when one of his team members goes missing, Breslin must return to the hell he once escaped from.",R,"Action,Crime,Mystery"
tt4068576,The Nightingale,"Set in 1825, Clare, a young Irish convict woman, chases a British officer through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. On the way she enlists the services of an Aboriginal tracker named Billy, who is also marked by trauma from his own violence-filled past.",R,"Adventure,Drama,Thriller"
tt8722346,Queen & Slim,A couple's first date takes an unexpected turn when a police officer pulls them over.,R,"Crime,Drama,Romance"
tt1198989,Don't Skimp on Style,One man has seen more of the natural world than any other. This unique feature documentary is his witness statement.,PG,Reality-TV
tt4357394,Tau,"A woman is held captive by a scientist in a futuristic smart house, and hopes to escape by reasoning with the Artificial Intelligence that controls the house.",R,"Horror,Sci-Fi,Thriller"
tt9340860,Let Him Go,"A retired sheriff and his wife, grieving over the death of their son, set out to find their only grandson.",R,"Crime,Drama,Thriller"
tt6095472,The Angry Birds Movie 2,The flightless birds and scheming green pigs take their feud to the next level.,PG,"Action,Adventure,Animation"
tt1061292,Episode #1.13,"A fictional account of one incredible night where icons Muhammad Ali, Malcolm X, Sam Cooke, and Jim Brown gathered discussing their roles in the Civil Rights Movement and cultural upheaval of the 60s.",R,"Fantasy,Mystery"
tt1105764,Intime ossessioni,"Kate Pierce, now a cynical teen, is unexpectedly reunited with Santa Claus when a mysterious troublemaker threatens to cancel Christmas--forever.",PG,Adult
tt8242084,My Spy,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",PG-13,"Action,Comedy"
tt1285009,The Strangers: Prey at Night,A family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked psychopaths.,R,Horror
tt6285944,The Banker,"In the 1960s, two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.",PG-13,"Biography,Drama"
tt7547410,Dora and the Lost City of Gold,Teenage explorer Dora leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.,PG,"Action,Adventure,Comedy"
tt5501104,Border,A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.,R,"Crime,Drama,Fantasy"
tt9086228,Gretel & Hansel,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",PG-13,"Fantasy,Horror,Mystery"
tt7098658,Raazi,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,Not Rated,"Action,Drama,Thriller"
tt4986098,The Titan,A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.,TV-MA,"Drama,Mystery,Romance"
tt7946422,Prospect,"A teenage girl and her father travel to a remote alien moon, aiming to strike it rich. They've secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon's toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive. Forced to contend not only with the forest's other ruthless inhabitants, but with her own father's greed-addled judgment, the girl finds she must carve her own path to escape.",R,"Adventure,Drama,Sci-Fi"
tt6269368,The Clovehitch Killer,A picture-perfect family is shattered when the work of a serial killer hits too close to home.,Unrated,"Crime,Drama,Mystery"
tt3317234,"Game Over, Man!",Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.,TV-MA,"Action,Comedy"
tt9477520,Asuran,"The teenage son of a farmer from an underprivileged caste kills a rich, upper caste landlord. How the pacifist farmer saves his hot-blooded son is the rest of the story.",Not Rated,"Action,Drama"
tt6987770,Destination Wedding,"The story of two miserable and unpleasant wedding guests, Lindsay and Frank, who develop a mutual affection despite themselves.",R,"Comedy,Drama,Romance"
tt9196192,Cuties,Eleven-year-old Amy starts to rebel against her conservative family's traditions when she becomes fascinated with a free-spirited dance crew.,TV-MA,Drama
tt6218358,Calibre,A shocking deed turned their weekend trip into a nightmare. Now their only hope is to swallow their paranoia and act normal.,TV-MA,"Drama,Thriller"
tt7242142,Blindspotting,"While on probation, a man begins to re-evaluate his relationship with his volatile best friend.",R,"Comedy,Crime,Drama"
tt7721800,Bharat,"At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what.",Not Rated,"Action,Comedy,Drama"
tt4995776,The Red Sea Diving Resort,Israel's Mossad agents attempt to rescue Ethiopian Jewish refugees in Sudan in 1979.,TV-MA,"Drama,History,Thriller"
tt3721964,Gringo,"GRINGO, a dark comedy mixed with white-knuckle action and dramatic intrigue, explores the battle of survival for businessman Harold Soyinka (David Oyelowo) when he finds himself crossing the line from law-abiding citizen to wanted criminal.",R,"Action,Comedy,Crime"
tt6436726,7500,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.",R,"Action,Drama,Thriller"
tt6857166,Book Club,Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.,PG-13,"Comedy,Drama,Romance"
tt1298789,Neoszarvasbika,"In 2018, 34-year-old Shanann Watts and her two young daughters disappear in Colorado. With the heartbreaking details emerging, the family's story made headlines around the world.",TV-MA,"Comedy,Drama"
tt5144174,The Dry,Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.,R,"Crime,Drama,Mystery"
tt7137380,Destroyer,A police detective reconnects with people from an undercover assignment in her distant past in order to make peace.,R,"Action,Crime,Drama"
tt7430722,War,"Indian agent Khalid goes on a mission to hunt and eliminate his former mentor, the country's top agent Kabir who has gone rogue. A deadly war begins.",Not Rated,"Action,Adventure,Thriller"
tt9354944,Jexi,"Phil makes top 10 pop lists at work. His only ""friend"" is cellphone Siri. His new phone includes AI helper Jexi, who improves/controls his social life.",R,"Comedy,Romance,Sci-Fi"
tt5929754,Wildlife,A teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.,PG-13,Drama
tt9573980,Leaving Neverland,"At the height of his stardom, the world's biggest pop star, Michael Jackson, began long-running relationships with two boys, aged seven and ten, and their families. They now allege that he sexually abused them.",TV-MA,Documentary
tt7634968,What Men Want,"A woman is boxed out by the male sports agents in her profession, but gains an unexpected edge over them when she develops the ability to hear men's thoughts.",R,"Comedy,Fantasy,Romance"
tt7961060,Dragon Ball Super: Broly,"Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before.",PG,"Action,Adventure,Animation"
tt7772582,Never Rarely Sometimes Always,A pair of teenage girls in rural Pennsylvania travel to New York City to seek out medical help after an unintended pregnancy.,PG-13,Drama
tt8954732,The Princess Switch,"Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince's fiancée--who looks just like her. They switch lives for two days.",TV-PG,"Comedy,Drama,Family"
tt8130968,Badla,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,Not Rated,"Crime,Drama,Mystery"
tt1131714,Oh Oh Oh... It's Magic,"At a Jewish funeral service with her parents, a college student runs into her sugar daddy and ex girlfriend.",Not Rated,"Comedy,Drama,Fantasy"
tt7329656,47 Meters Down: Uncaged,Two sisters diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.,PG-13,"Adventure,Drama,Horror"
tt3089630,Artemis Fowl,"Artemis Fowl, a young criminal prodigy, hunts down a secret society of fairies to find his missing father.",PG,"Adventure,Family,Fantasy"
tt2762506,Bacurau,"After the death of her grandmother, Teresa comes home to her matriarchal village in a near-future Brazil to find a succession of sinister events that mobilizes all of its residents.",Not Rated,"Action,Adventure,Drama"
tt7149730,The Silencing,A reformed hunter living in isolation on a wildlife sanctuary becomes involved in a deadly game of cat and mouse when he and the local Sheriff set out to track a vicious killer who may have kidnapped his daughter years ago.,R,"Action,Crime,Mystery"
tt1308728,The Happytime Murders,"When the puppet cast of a '90s children's TV show begin to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet takes on the case.",R,"Action,Comedy,Crime"
